+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:21:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:20:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:20:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:20:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:20:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:20:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:19:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:19:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:19:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:19:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:19:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:18:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:18:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:18:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:18:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:18:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:17:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:17:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:17:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:17:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:17:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:16:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:16:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:16:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:16:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:16:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:15:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:15:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:15:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:15:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:15:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:14:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:14:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:14:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:14:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:14:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:13:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:13:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:13:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:13:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:13:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:12:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:12:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:12:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:12:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:12:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:11:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:11:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:11:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:11:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:11:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:10:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
